Anno,Mese,Asset,Ricavi,Costi_Personale,Costi_Produzione,Costi_Gestione,Costi_Commerciale,Costi_Totali,Margine_Euro,Margine_Percentuale,Personale_su_Ricavi_Pct
2024,MAGGIO,RESIDENCE_ANGELINA,88162.18,44218.749640287766,15376.13474516256,25288.180935251796,408.10526705272224,85291.17058775485,2871.009412245141,3.256509097489582,50.15614364377987
2024,MARZO,CVM,6618.65,69.98561151079137,4829.022209893554,4260.631366906475,0,9159.63918831082,-2540.9891883108194,-38.391351534086546,1.0574000968595012
2024,MARZO,HOTEL,5314.94,664.8633093525181,3877.824526791965,40475.99798561152,0,45018.685821756,-39703.745821756,-747.0215246410307,12.50932859735986
2024,MARZO,RESIDENCE_ANGELINA,3648.88,481.1510791366906,2662.2532633144815,29291.840647482015,0,32435.244989933188,-28786.364989933187,-788.9096103443574,13.186267543374697
2025,AGOSTO,CVM,47945.63,10800.03,3888.8053262778335,5508.511067961164,149.45438995290274,20346.8,27598.83,57.6,22.525577409244598
2025,AGOSTO,HOTEL,635591.8300000001,102600.32,51551.99532976573,52330.85514563107,1981.2439467726065,208464.41,427127.42,67.2,16.142485657815957
2025,AGOSTO,RESIDENCE_ANGELINA,124803.08,25650.08,10122.609343956448,13082.713786407769,389.03166327449065,49244.43,75558.65,60.5,20.552441494232355
2025,APRILE,CVM,15281.44,7096.19,4061.084118711631,11175.950291262134,130.5361142388736,22463.76,-7182.32,-47.0,46.43665780188254
2025,APRILE,HOTEL,81009.42,67413.8,21528.4730384074,106171.52776699029,691.9933529526597,195805.79,-114796.37,-141.7,83.2172357239442
2025,APRILE,RESIDENCE_ANGELINA,19530.31,16853.45,5190.232842880969,26542.88194174757,166.8305328084667,48753.4,-29223.09,-149.6,86.29381714883174
2025,FEBBRAIO,CVM,0,0,0,1632.2361165048544,0,1632.2361165048544,-1632.2361165048544,0,0
2025,FEBBRAIO,HOTEL,0,0,0,15506.243106796115,0,15506.243106796115,-15506.243106796115,0,0
2025,FEBBRAIO,RESIDENCE_ANGELINA,0,0,0,3876.560776699029,0,3876.560776699029,-3876.560776699029,0,0
2025,GENNAIO,CVM,0,0,0,0,0,0,0,0,0
2025,GENNAIO,HOTEL,0,0,0,0,0,0,0,0,0
2025,GENNAIO,RESIDENCE_ANGELINA,0,0,0,0,0,0,0,0,0
2025,GIUGNO,CVM,27299.28,10446.46,4082.7265488447265,4707.0679611650485,218.79321464379225,19455.05,7844.23,28.7,38.26643046996111
2025,GIUGNO,HOTEL,526405.12,99241.34,78726.18467856274,44717.14563106797,4218.934287268793,226903.6,299501.52,56.9,18.852654776610077
2025,GIUGNO,RESIDENCE_ANGELINA,92214.35,24810.33,13791.058772592529,11179.286407766993,739.0624980874143,50519.74,41694.61,45.2,26.90506412505212
2025,LUGLIO,CVM,38036.01,11048.88,3942.818690242443,47417.18446601941,646.7213807420266,63055.6,-25019.59,-65.8,29.048472749902
2025,LUGLIO,HOTEL,571766.98,104964.32,59269.45374153275,450463.2524271845,9721.680343661144,624418.71,-52651.73,-9.2,18.357884185617017
2025,LUGLIO,RESIDENCE_ANGELINA,107234.14,26241.08,11115.907568224817,112615.81310679612,1823.28827559683,151796.09,-44561.95,-41.6,24.47082617532066
2025,MAGGIO,CVM,18947.35,9616.81,3769.019758247609,4270.403106796116,53.539309456433216,17709.77,1237.58,6.5,50.75543545667336
2025,MAGGIO,HOTEL,374709.7,91359.72,74537.50856489346,40568.829514563105,1058.812899145646,207524.87,167184.83,44.6,24.381466505937794
2025,MAGGIO,RESIDENCE_ANGELINA,46055.25,22839.93,9161.341676858936,10142.207378640776,130.13779139792086,42273.62,3781.63,8.2,49.59245688602277
2025,MARZO,CVM,0,2349.86,0,3854.003106796116,0,6203.86,-6203.86,0,0
2025,MARZO,HOTEL,0,22323.64,0,36613.02951456311,0,58936.67,-58936.67,0,0
2025,MARZO,RESIDENCE_ANGELINA,0,5580.91,0,9153.257378640776,0,14734.17,-14734.17,0,0
